Date,Country,Agency/PMD (af_prt),Media Source (pid),Campaign (c),Clicks,Conversions,Conversion Type,Conversion Rate,Sessions,Loyal Users,Loyal Users/Installs,Total Revenue,Total Cost,ROI,ARPU,Average eCPI,booking_confirmed (Unique users),booking_confirmed (Event counter),booking_confirmed (Sales in INR),booking_done_10_fos (Unique users),booking_done_10_fos (Event counter),booking_done_10_fos (Sales in INR),booking_done_11_fos (Unique users),booking_done_11_fos (Event counter),booking_done_11_fos (Sales in INR),booking_done_1_fos (Unique users),booking_done_1_fos (Event counter),booking_done_1_fos (Sales in INR),booking_done_2_fos (Unique users),booking_done_2_fos (Event counter),booking_done_2_fos (Sales in INR),booking_done_3_fos (Unique users),booking_done_3_fos (Event counter),booking_done_3_fos (Sales in INR),booking_done_4_fos (Unique users),booking_done_4_fos (Event counter),booking_done_4_fos (Sales in INR),booking_done_5_fos (Unique users),booking_done_5_fos (Event counter),booking_done_5_fos (Sales in INR),booking_done_6_fos (Unique users),booking_done_6_fos (Event counter),booking_done_6_fos (Sales in INR),booking_done_7_fos (Unique users),booking_done_7_fos (Event counter),booking_done_7_fos (Sales in INR),booking_done_8_fos (Unique users),booking_done_8_fos (Event counter),booking_done_8_fos (Sales in INR),booking_done_9_fos (Unique users),booking_done_9_fos (Event counter),booking_done_9_fos (Sales in INR),button click (Unique users),button click (Event counter),button click (Sales in INR),call_now_clicked (Unique users),call_now_clicked (Event counter),call_now_clicked (Sales in INR),company name entered (Unique users),company name entered (Event counter),company name entered (Sales in INR),dg_locker_aadhaar_otp_shown (Unique users),dg_locker_aadhaar_otp_shown (Event counter),dg_locker_aadhaar_otp_shown (Sales in INR),event_overlay_permission_pop_up_continue_clicked (Unique users),event_overlay_permission_pop_up_continue_clicked (Event counter),event_overlay_permission_pop_up_continue_clicked (Sales in INR),event_overlay_permission_pop_up_dismiss_clicked (Unique users),event_overlay_permission_pop_up_dismiss_clicked (Event counter),event_overlay_permission_pop_up_dismiss_clicked (Sales in INR),event_overlay_permission_pop_up_shown (Unique users),event_overlay_permission_pop_up_shown (Event counter),event_overlay_permission_pop_up_shown (Sales in INR),first_booking_clicked (Unique users),first_booking_clicked (Event counter),first_booking_clicked (Sales in INR),first_booking_done (Unique users),first_booking_done (Event counter),first_booking_done (Sales in INR),instant_kyc_submitted_non_fos (Unique users),instant_kyc_submitted_non_fos (Event counter),instant_kyc_submitted_non_fos (Sales in INR),instant_kyc_success (Unique users),instant_kyc_success (Event counter),instant_kyc_success (Sales in INR),kyc_completed_non_fos (Unique users),kyc_completed_non_fos (Event counter),kyc_completed_non_fos (Sales in INR),load_posting_form_opened (Unique users),load_posting_form_opened (Event counter),load_posting_form_opened (Sales in INR),order_tracking_created_1_fos (Unique users),order_tracking_created_1_fos (Event counter),order_tracking_created_1_fos (Sales in INR),order_tracking_created_1_non_fos (Unique users),order_tracking_created_1_non_fos (Event counter),order_tracking_created_1_non_fos (Sales in INR),order_tracking_created_fos (Unique users),order_tracking_created_fos (Event counter),order_tracking_created_fos (Sales in INR),order_tracking_created_non_fos (Unique users),order_tracking_created_non_fos (Event counter),order_tracking_created_non_fos (Sales in INR),overlay_permission_not_given (Unique users),overlay_permission_not_given (Event counter),overlay_permission_not_given (Sales in INR),page_load (Unique users),page_load (Event counter),page_load (Sales in INR),page_seen (Unique users),page_seen (Event counter),page_seen (Sales in INR),payment_success_fos (Unique users),payment_success_fos (Event counter),payment_success_fos (Sales in INR),recharge_pack_select (Unique users),recharge_pack_select (Event counter),recharge_pack_select (Sales in INR),sales_code_started (Unique users),sales_code_started (Event counter),sales_code_started (Sales in INR),sales_code_success (Unique users),sales_code_success (Event counter),sales_code_success (Sales in INR),start_booking (Unique users),start_booking (Event counter),start_booking (Sales in INR),verify_otp_api_success (Unique users),verify_otp_api_success (Event counter),verify_otp_api_success (Sales in INR)
2025-05-29,CA,,organic,SB_UAC_English_KYC_NonFos_Firebase_Nov'22,,10,new install,,119,1,0.09,69.07,123.2,-0.44,34.53,12.32,1,2,9.74,0,0,0.0,0,0,0.0,1,7,7.3,0,0,0.0,2,10,2.13,1,7,5.81,2,10,2.8,0,0,0.0,1,6,8.91,0,0,0.0,1,5,6.6,0,0,0.0,1,6,2.7,2,0,0.0,1,5,7.34,1,1,1.92,1,5,0.13,1,1,9.3,0,0,0.0,1,8,7.92,2,3,0.55,1,1,3.21,0,0,0.0,2,2,9.66,1,6,1.76,2,7,7.01,2,3,5.49,2,2,1.91,0,0,0.0,0,0,0.0,1,7,6.07,0,0,0.0,0,0,0.0,1,9,8.22,0,0,0.0,2,7,5.55,1,7,6.88
2024-10-30,IN,"Smith, Freeman and Short",other,SB_UAC_English_KYC_Completed_Firebase_April'24,,0,re-attribution,,101,1,1.0,14.23,114.02,-0.88,7.12,,2,8,0.2,0,0,0.0,1,6,3.51,2,6,7.12,0,0,0.0,0,0,0.0,1,10,9.79,2,3,4.58,0,0,0.0,2,4,0.44,1,9,4.48,0,0,0.0,1,10,7.04,1,5,8.29,2,5,4.18,1,2,7.37,2,9,3.77,1,0,0.0,1,7,1.96,0,0,0.0,2,6,0.62,1,6,0.6,0,0,0.0,2,6,5.18,0,0,0.0,1,3,8.15,2,0,0.0,2,10,7.99,2,5,2.81,0,0,0.0,2,9,2.26,1,7,2.22,2,3,3.75,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,3,0.71
2025-10-09,US,,other,SB_UAC_English_KYC_NonFos_Firebase_Nov'22,392.0,8,new install,0.02040816326530612,358,2,0.22,48.83,,,16.28,,2,9,3.09,1,5,3.76,0,0,0.0,2,4,1.3,0,0,0.0,1,6,9.9,0,0,0.0,1,3,9.0,2,2,8.82,0,0,0.0,1,2,7.23,2,8,4.28,0,0,0.0,2,7,7.59,1,6,7.31,0,0,0.0,0,0,0.0,2,2,2.75,1,1,7.73,0,0,0.0,0,0,0.0,1,10,7.2,0,0,0.0,0,0,0.0,1,10,3.43,1,3,9.02,0,0,0.0,0,0,0.0,0,0,0.0,1,3,1.2,2,8,9.92,2,8,8.72,2,2,5.5,0,0,0.0,2,10,1.05,2,4,2.9,2,7,3.88,2,4,1.05
2024-12-06,GB,"Li, Jensen and Blake",other,SB_UAC_English_KYC_NonFos_Firebase_May'24,514.0,5,other,0.009727626459143969,266,5,0.83,32.07,,,5.34,,1,10,4.24,0,0,0.0,0,0,0.0,2,3,7.8,1,10,9.64,1,7,1.99,2,6,7.89,0,0,0.0,0,0,0.0,2,0,0.0,2,3,5.06,2,5,5.55,2,3,2.16,0,0,0.0,0,0,0.0,1,0,0.0,2,2,5.79,2,8,2.45,2,0,0.0,1,3,3.59,1,0,0.0,0,0,0.0,0,0,0.0,2,1,5.2,1,5,6.03,0,0,0.0,2,10,3.05,0,0,0.0,2,4,6.06,0,0,0.0,1,4,8.6,2,9,8.59,0,0,0.0,0,0,0.0,2,4,2.11,0,0,0.0,2,7,6.39,0,0,0.0
2025-09-21,US,,organic,SB_UAC_Hindi_KYC_NonFos_Firebase_Nov'22,,5,other,,60,5,0.83,93.57,,,15.59,,0,0,0.0,1,9,9.59,0,0,0.0,2,10,9.81,2,1,3.92,2,8,7.48,2,10,7.42,2,1,1.2,2,2,5.52,2,8,3.0,1,10,9.16,0,0,0.0,1,5,9.69,0,0,0.0,0,0,0.0,2,8,8.83,2,1,6.28,0,0,0.0,2,1,6.1,2,9,1.22,1,0,0.0,1,3,3.26,2,5,5.27,1,0,0.0,0,0,0.0,1,10,5.51,1,1,7.57,0,0,0.0,0,0,0.0,1,7,7.29,0,0,0.0,1,9,0.26,1,6,7.71,0,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,2,4,6.09
2025-10-12,IN,,other,SB_UAC_English_KYC_NonFos_Firebase_Nov'22,,8,new install,,408,3,0.33,59.93,,,14.98,,0,0,0.0,0,0,0.0,1,4,0.12,1,1,7.89,2,0,0.0,1,5,2.88,2,0,0.0,1,10,2.6,1,4,0.82,0,0,0.0,1,7,6.07,2,5,8.81,0,0,0.0,2,4,5.02,2,7,4.19,1,8,2.91,0,0,0.0,2,8,3.72,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,10,0.44,2,6,5.53,0,0,0.0,0,0,0.0,1,3,0.28,2,8,7.94,2,5,4.17,2,3,0.27,0,0,0.0,0,0,0.0,1,3,6.97,1,5,1.45,0,0,0.0,1,5,3.45,0,0,0.0,0,0,0.0
2025-02-28,CA,,googleadwords_int,SB_UAC_English_KYC_NonFos_Firebase_May'24,,0,other,,157,2,2.0,83.03,,,27.68,,0,0,0.0,2,4,5.61,0,0,0.0,0,0,0.0,0,0,0.0,2,5,4.84,1,8,4.36,2,7,9.13,1,8,2.32,1,6,8.69,2,6,5.12,0,0,0.0,1,8,5.86,0,0,0.0,2,9,1.52,2,7,5.1,2,2,4.73,1,0,0.0,0,0,0.0,1,7,7.12,2,6,8.24,2,8,0.25,1,9,0.17,2,8,1.58,2,7,9.29,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,2,6,2.5,0,0,0.0,0,0,0.0,1,4,3.04,2,3,0.69,0,0,0.0,2,5,9.32,2,1,9.94,0,0,0.0
2025-08-12,CA,,other,SB_UAC_English_KYC_Completed_Firebase_April'24,,2,re-attribution,,164,0,0.0,9.64,90.96,-0.89,9.64,45.48,1,8,7.0,1,9,3.68,2,10,2.71,2,6,2.15,2,4,7.86,1,1,9.25,2,0,0.0,0,0,0.0,0,0,0.0,2,10,4.97,1,4,8.19,0,0,0.0,2,3,1.01,2,8,7.88,0,0,0.0,1,0,0.0,2,10,6.03,1,10,6.46,0,0,0.0,2,5,4.42,2,0,0.0,0,0,0.0,1,5,7.4,1,6,1.95,0,0,0.0,1,3,2.76,2,0,0.0,2,1,9.71,1,6,9.36,1,3,7.5,1,6,3.56,1,4,2.6,1,1,4.25,0,0,0.0,0,0,0.0,0,0,0.0,1,2,8.6,2,0,0.0
2025-08-03,CA,,organic,SB_UAC_Hindi_KYC_Completed_Firebase_Nov'22,,9,other,,427,5,0.5,93.12,,,15.52,,2,1,4.67,0,0,0.0,0,0,0.0,1,1,2.2,0,0,0.0,1,1,7.8,1,4,1.47,1,1,5.82,2,7,1.92,1,0,0.0,2,7,0.37,0,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,2,10,9.73,1,2,7.58,2,4,3.28,1,8,1.81,2,10,7.92,2,4,1.17,0,0,0.0,1,9,7.35,1,9,6.96,0,0,0.0,1,5,2.94,0,0,0.0,2,8,8.91,1,0,0.0,0,0,0.0,0,0,0.0,1,9,3.69,0,0,0.0,1,10,2.01,1,8,1.47,0,0,0.0,2,6,3.33,1,5,9.55
2025-09-28,GB,,googleadwords_int,SB_UAC_English_KYC_NonFos_Firebase_May'24,,10,re-attribution,,311,1,0.09,90.66,,,45.33,,2,8,1.05,1,9,0.56,0,0,0.0,1,7,0.08,1,0,0.0,2,0,0.0,1,6,2.41,2,0,0.0,2,7,4.42,2,4,9.99,2,4,0.03,1,2,0.24,0,0,0.0,1,3,6.42,1,1,4.62,2,6,5.78,0,0,0.0,2,10,3.48,2,4,6.72,0,0,0.0,0,0,0.0,0,0,0.0,1,7,4.27,0,0,0.0,1,0,0.0,1,4,3.6,1,3,0.43,2,9,0.8,0,0,0.0,0,0,0.0,2,5,6.25,0,0,0.0,2,0,0.0,1,5,0.5,1,0,0.0,2,8,7.12,2,2,5.46,0,0,0.0
2025-03-16,GB,,other,SB_UAC_Hindi_KYC_NonFos_Firebase_Nov'22,,3,re-attribution,,428,2,0.5,50.46,,,16.82,,0,0,0.0,1,2,6.25,0,0,0.0,2,4,7.14,1,10,2.65,1,3,1.74,0,0,0.0,1,7,9.7,1,1,1.48,0,0,0.0,1,9,6.51,2,9,7.8,0,0,0.0,1,3,5.02,0,0,0.0,1,0,0.0,2,1,6.92,0,0,0.0,2,4,5.03,0,0,0.0,2,3,6.95,2,10,7.02,0,0,0.0,1,3,0.57,1,8,8.97,1,8,8.65,1,4,4.45,0,0,0.0,0,0,0.0,2,1,1.88,2,7,7.21,1,3,8.94,0,0,0.0,1,7,1.12,2,8,7.76,2,7,4.84,2,10,4.8,2,6,9.15
2025-04-15,CA,,other,SB_UAC_Hindi_KYC_Completed_Firebase_May'24,323.0,0,re-attribution,0.0,211,0,0.0,90.23,,,90.23,,2,9,6.62,0,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,2,4,7.7,2,9,6.32,0,0,0.0,2,4,9.85,0,0,0.0,0,0,0.0,1,7,6.67,1,5,4.86,2,0,0.0,1,2,5.91,1,9,2.72,0,0,0.0,2,0,0.0,2,9,6.72,2,5,1.13,2,7,9.28,0,0,0.0,2,8,7.38,0,0,0.0,2,3,6.96,2,5,4.41,1,1,8.56,1,9,0.76,0,0,0.0,2,4,3.44,2,0,0.0,1,10,1.87,2,7,8.31,1,9,6.99,1,7,3.08,1,3,9.05,1,5,0.64,2,0,0.0
2025-04-23,IN,,other,SB_UAC_Hindi_KYC_Completed_Firebase_May'24,,7,re-attribution,,65,2,0.25,43.32,,,14.44,,0,0,0.0,2,6,9.9,2,6,4.61,2,5,8.18,2,10,9.9,1,8,7.08,0,0,0.0,2,0,0.0,2,1,2.03,0,0,0.0,0,0,0.0,2,9,5.25,1,5,8.62,1,3,1.21,0,0,0.0,2,8,3.36,2,0,0.0,2,9,1.94,1,1,2.34,0,0,0.0,1,10,4.86,2,2,8.8,2,6,1.56,1,5,7.66,1,6,7.46,0,0,0.0,1,8,0.44,1,3,4.08,0,0,0.0,1,7,9.2,1,5,9.57,0,0,0.0,0,0,0.0,2,10,1.84,0,0,0.0,0,0,0.0,1,3,5.02,1,4,2.14
2025-09-10,CA,,googleadwords_int,SB_UAC_Hindi_KYC_Completed_Firebase_May'24,,7,other,,275,4,0.5,78.28,,,15.66,,0,0,0.0,0,0,0.0,0,0,0.0,1,8,3.08,0,0,0.0,2,7,3.27,0,0,0.0,0,0,0.0,2,10,8.99,1,6,2.95,2,2,3.53,0,0,0.0,1,5,4.16,1,5,9.78,0,0,0.0,1,8,2.75,2,9,0.9,2,2,0.27,1,2,2.43,0,0,0.0,1,5,5.7,1,6,9.1,1,1,8.41,0,0,0.0,2,3,7.54,0,0,0.0,0,0,0.0,1,2,7.5,0,0,0.0,1,8,6.73,0,0,0.0,2,7,5.07,0,0,0.0,1,9,2.91,2,8,4.77,1,8,7.31,0,0,0.0,1,5,3.88
2025-08-18,CA,Henry LLC,facebook,SB_UAC_Hindi_KYC_NonFos_Firebase_April'24,,1,new install,,375,1,0.5,11.16,484.81,-0.98,5.58,484.81,2,8,2.59,1,4,6.94,0,0,0.0,1,10,5.15,1,10,4.61,1,9,5.5,0,0,0.0,1,10,6.36,2,8,9.3,0,0,0.0,0,0,0.0,2,9,4.93,0,0,0.0,2,8,6.92,2,3,7.28,0,0,0.0,1,1,9.63,2,10,8.04,1,8,0.44,2,6,3.01,2,0,0.0,0,0,0.0,2,9,0.77,1,9,3.64,1,7,7.26,0,0,0.0,1,9,0.54,2,9,2.44,0,0,0.0,2,3,8.2,2,4,6.28,1,3,3.39,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,1,3,7.53,2,5,6.57
2025-08-07,GB,,other,SB_UAC_English_KYC_NonFos_Firebase_Nov'22,,9,new install,,55,5,0.5,12.08,317.89,-0.96,2.01,35.32,2,0,0.0,0,0,0.0,2,2,7.05,1,5,9.34,0,0,0.0,1,5,8.13,2,8,2.25,0,0,0.0,1,0,0.0,2,0,0.0,0,0,0.0,1,3,5.33,2,3,8.34,0,0,0.0,1,3,1.73,0,0,0.0,1,4,2.23,1,9,1.96,1,10,4.57,0,0,0.0,0,0,0.0,2,7,0.52,2,2,6.77,2,7,6.94,1,6,6.83,1,3,7.4,2,2,5.24,1,7,5.29,2,7,0.76,0,0,0.0,2,8,9.46,2,8,9.94,0,0,0.0,2,9,7.61,2,10,6.95,1,0,0.0,0,0,0.0,1,5,3.81
2025-05-24,CA,,facebook,SB_UAC_Hindi_KYC_NonFos_Firebase_Nov'22,,5,other,,403,3,0.5,72.56,,,18.14,,2,10,6.91,0,0,0.0,0,0,0.0,2,9,5.12,1,8,6.53,1,8,0.24,1,2,1.27,2,0,0.0,0,0,0.0,2,6,9.08,1,7,5.9,0,0,0.0,0,0,0.0,2,2,7.01,2,3,2.54,2,9,4.21,2,8,0.23,0,0,0.0,1,7,7.36,1,5,5.31,0,0,0.0,1,9,9.19,2,4,0.78,1,9,9.42,0,0,0.0,0,0,0.0,0,0,0.0,2,2,1.36,0,0,0.0,0,0,0.0,2,0,0.0,0,0,0.0,1,7,8.5,2,1,9.22,1,2,9.64,2,3,1.11,1,4,7.21,1,1,7.17
2025-06-29,IN,,googleadwords_int,SB_UAC_Hindi_KYC_NonFos_Firebase_April'24,406.0,5,new install,0.012315270935960592,398,1,0.17,19.92,,,9.96,,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,1,1,2.4,1,3,5.99,1,3,1.61,0,0,0.0,0,0,0.0,2,8,8.26,1,3,7.65,1,9,4.92,0,0,0.0,0,0,0.0,1,2,4.28,0,0,0.0,2,3,7.75,1,1,5.28,0,0,0.0,0,0,0.0,0,0,0.0,1,4,4.54,0,0,0.0,2,4,0.47,1,3,9.3,1,3,2.7,2,0,0.0,0,0,0.0,1,4,8.77,1,4,4.27,2,5,8.42,1,6,1.93,2,6,7.37,1,2,5.19,0,0,0.0,2,1,6.64,0,0,0.0,0,0,0.0
2024-11-03,US,,organic,SB_UAC_English_KYC_Completed_Firebase_Nov'22,482.0,8,new install,0.016597510373443983,478,4,0.44,65.08,,,13.02,,2,2,6.32,1,2,9.95,2,10,0.65,0,0,0.0,0,0,0.0,0,0,0.0,1,9,5.86,2,10,9.18,1,9,7.51,2,3,7.04,0,0,0.0,0,0,0.0,1,2,5.32,2,8,6.49,0,0,0.0,2,6,0.36,2,4,9.79,2,6,8.72,2,5,3.6,2,6,3.55,0,0,0.0,0,0,0.0,2,7,9.0,2,1,4.3,0,0,0.0,2,5,7.6,2,4,0.27,2,6,6.83,0,0,0.0,2,7,6.04,2,7,8.06,2,3,0.47,2,6,2.41,1,6,4.44,0,0,0.0,2,1,2.84,2,2,2.62,2,9,1.56
2024-12-20,US,,googleadwords_int,SB_UAC_English_KYC_Completed_Firebase_May'24,,5,other,,375,1,0.17,96.54,,,48.27,,2,0,0.0,0,0,0.0,1,0,0.0,2,5,4.55,0,0,0.0,0,0,0.0,0,0,0.0,2,10,4.88,1,7,0.74,2,9,2.74,0,0,0.0,1,0,0.0,1,1,8.49,2,8,7.68,2,4,1.13,2,1,8.2,1,10,0.54,2,0,0.0,1,2,7.36,2,9,5.15,1,8,3.65,1,6,4.4,0,0,0.0,0,0,0.0,1,10,6.87,2,0,0.0,2,0,0.0,2,5,1.9,0,0,0.0,1,9,8.22,2,10,8.12,2,8,5.05,0,0,0.0,1,4,5.38,0,0,0.0,2,0,0.0,1,2,6.84,2,6,3.88
2025-09-23,IN,"Patel, Williams and Cannon",other,SB_UAC_English_KYC_Completed_Firebase_April'24,774.0,6,new install,0.007751937984496124,381,4,0.57,59.08,,,11.82,,1,4,1.07,1,2,0.6,2,4,7.72,0,0,0.0,0,0,0.0,1,6,9.74,1,1,4.44,1,3,0.75,2,8,7.52,2,6,0.42,0,0,0.0,1,10,1.32,1,8,1.51,0,0,0.0,1,3,6.6,1,4,5.41,0,0,0.0,1,10,0.82,1,7,6.43,0,0,0.0,0,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,5.33,0,0,0.0,2,7,8.18,0,0,0.0,1,6,6.04,2,4,1.9,2,6,8.8,0,0,0.0,1,3,6.9,0,0,0.0,0,0,0.0
2025-06-05,IN,,facebook,SB_UAC_Hindi_KYC_Completed_Firebase_April'24,34.0,1,other,0.029411764705882353,494,4,2.0,98.28,,,19.66,,0,0,0.0,2,1,4.39,1,9,5.51,0,0,0.0,0,0,0.0,1,8,1.99,1,8,3.58,0,0,0.0,2,2,1.12,2,1,2.27,0,0,0.0,2,7,1.55,1,0,0.0,2,8,6.09,0,0,0.0,2,4,1.13,0,0,0.0,2,2,1.83,0,0,0.0,2,4,8.88,1,1,6.04,0,0,0.0,2,3,9.71,0,0,0.0,2,5,4.99,2,3,2.23,0,0,0.0,2,3,6.1,0,0,0.0,2,6,4.93,1,8,3.95,2,9,0.6,2,8,7.62,0,0,0.0,1,0,0.0,2,3,3.91,0,0,0.0,1,5,6.0
2025-06-02,CA,,other,SB_UAC_English_KYC_Completed_Firebase_April'24,,7,re-attribution,,144,2,0.25,24.53,277.52,-0.91,8.18,39.65,0,0,0.0,0,0,0.0,1,0,0.0,2,8,2.52,1,9,2.9,1,9,1.79,2,4,0.97,2,1,3.87,1,7,4.75,2,9,3.86,2,5,0.07,2,10,2.35,2,6,0.62,1,4,8.35,1,1,2.0,1,8,3.17,0,0,0.0,0,0,0.0,2,10,7.1,2,5,6.61,0,0,0.0,2,2,8.36,1,4,7.82,1,6,1.03,0,0,0.0,1,1,5.02,1,2,6.81,2,7,6.16,2,2,0.77,0,0,0.0,0,0,0.0,1,2,5.0,1,2,0.03,2,7,8.52,0,0,0.0,2,5,6.88,0,0,0.0,2,10,0.14
2025-06-14,CA,,organic,SB_UAC_Hindi_KYC_NonFos_Firebase_May'24,,2,new install,,68,1,0.33,12.78,,,6.39,,1,2,8.37,2,8,6.62,1,6,5.83,1,4,4.82,0,0,0.0,2,9,7.19,1,9,5.13,1,10,9.63,0,0,0.0,2,9,0.79,0,0,0.0,0,0,0.0,2,10,4.41,2,9,0.96,2,5,4.1,2,5,1.52,0,0,0.0,2,1,5.8,0,0,0.0,1,4,3.06,2,7,2.05,2,1,2.84,1,1,4.19,1,1,6.61,2,3,6.36,1,9,8.48,1,7,2.8,0,0,0.0,2,7,2.16,0,0,0.0,0,0,0.0,0,0,0.0,1,5,5.65,0,0,0.0,1,8,3.59,1,10,4.56,1,9,6.59,0,0,0.0
2025-07-13,CA,Smith-Wilson,googleadwords_int,SB_UAC_Hindi_KYC_NonFos_Firebase_April'24,,3,re-attribution,,392,3,0.75,15.35,,,3.84,,1,9,8.4,0,0,0.0,2,0,0.0,1,3,2.86,0,0,0.0,1,8,0.67,1,1,9.62,1,8,6.35,0,0,0.0,0,0,0.0,2,4,2.96,0,0,0.0,0,0,0.0,1,4,0.07,1,6,0.22,0,0,0.0,0,0,0.0,2,6,2.17,1,7,8.04,0,0,0.0,0,0,0.0,1,4,2.98,0,0,0.0,1,0,0.0,2,9,8.26,2,2,8.49,0,0,0.0,1,5,0.82,1,1,8.57,2,9,1.32,1,2,3.37,2,2,4.34,1,3,9.3,1,1,3.3,1,4,3.15,2,0,0.0,1,4,2.75,0,0,0.0
2025-09-09,US,,other,SB_UAC_Hindi_KYC_Completed_Firebase_Nov'22,306.0,6,other,0.0196078431372549,103,5,0.71,68.21,,,11.37,,2,5,5.04,0,0,0.0,2,1,6.68,1,5,4.35,2,2,6.15,0,0,0.0,2,10,0.58,0,0,0.0,2,6,4.83,1,2,7.19,2,4,0.31,1,10,6.04,1,1,1.18,2,7,7.57,1,9,7.64,0,0,0.0,1,2,6.35,2,4,7.32,2,1,8.92,0,0,0.0,0,0,0.0,0,0,0.0,1,2,3.96,0,0,0.0,1,10,2.34,1,2,9.2,2,7,2.57,1,5,4.43,1,6,6.15,1,3,7.95,1,3,3.66,0,0,0.0,2,5,3.01,1,9,1.54,1,1,2.02,1,0,0.0,2,9,2.98,2,1,6.16
2025-02-15,GB,,googleadwords_int,SB_UAC_Hindi_KYC_NonFos_Firebase_Nov'22,800.0,7,other,0.00875,58,3,0.38,98.43,189.07,-0.48,24.61,27.01,0,0,0.0,1,7,3.95,2,2,7.05,2,5,3.2,1,3,0.2,2,0,0.0,1,10,0.6,1,9,2.52,1,5,7.66,1,5,1.6,1,1,2.01,1,4,7.65,0,0,0.0,2,4,6.19,1,3,8.66,0,0,0.0,1,6,6.07,1,8,3.75,0,0,0.0,2,0,0.0,0,0,0.0,1,8,9.29,1,9,4.99,2,10,2.03,0,0,0.0,0,0,0.0,1,7,0.08,2,10,4.94,0,0,0.0,0,0,0.0,2,6,2.36,1,10,0.4,2,4,1.29,2,3,3.65,2,4,2.19,0,0,0.0,2,2,0.19,2,2,3.45
2025-09-07,GB,,googleadwords_int,SB_UAC_English_KYC_NonFos_Firebase_May'24,,0,re-attribution,,421,5,5.0,73.57,415.62,-0.82,12.26,,0,0,0.0,0,0,0.0,0,0,0.0,1,1,8.57,0,0,0.0,0,0,0.0,2,2,6.47,0,0,0.0,0,0,0.0,0,0,0.0,2,10,2.1,2,5,2.33,2,10,2.32,1,5,7.94,1,0,0.0,0,0,0.0,1,9,8.24,0,0,0.0,0,0,0.0,2,7,1.23,0,0,0.0,2,5,6.99,1,3,0.11,0,0,0.0,2,6,1.0,0,0,0.0,0,0,0.0,2,5,5.24,1,1,3.13,2,5,3.83,0,0,0.0,0,0,0.0,1,6,4.46,0,0,0.0,1,1,4.94,0,0,0.0,1,8,4.96,2,10,5.89
2025-07-26,IN,,organic,SB_UAC_Hindi_KYC_NonFos_Firebase_Nov'22,4.0,0,new install,0.0,90,4,4.0,45.72,311.14,-0.85,9.14,,2,9,4.66,2,8,9.09,0,0,0.0,0,0,0.0,2,0,0.0,2,0,0.0,2,0,0.0,0,0,0.0,1,8,0.42,0,0,0.0,2,7,9.82,1,2,7.2,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,7.48,0,0,0.0,0,0,0.0,1,3,3.33,1,3,3.48,2,9,6.26,0,0,0.0,2,0,0.0,1,5,2.63,1,2,4.75,1,0,0.0,1,9,6.73,0,0,0.0,2,2,9.75,1,8,0.04,0,0,0.0,2,7,9.81,1,5,3.84,2,10,8.5,0,0,0.0,0,0,0.0
2025-06-26,GB,,other,SB_UAC_Hindi_KYC_NonFos_Firebase_April'24,80.0,8,new install,0.1,109,3,0.33,91.45,424.94,-0.78,22.86,53.12,2,8,8.41,1,4,6.64,0,0,0.0,2,0,0.0,2,6,9.95,1,4,6.41,1,7,5.27,0,0,0.0,0,0,0.0,2,4,1.39,1,9,3.1,2,1,8.38,2,3,8.68,1,1,0.57,1,5,8.88,1,4,8.23,2,5,1.21,1,6,7.84,1,0,0.0,1,1,1.0,0,0,0.0,2,2,1.62,1,8,2.01,0,0,0.0,2,10,5.64,0,0,0.0,0,0,0.0,1,1,4.24,1,3,9.3,0,0,0.0,1,1,2.89,0,0,0.0,1,7,7.04,0,0,0.0,2,2,7.06,0,0,0.0,1,7,4.38,2,2,1.24
2025-03-28,GB,,other,SB_UAC_English_KYC_Completed_Firebase_Nov'22,,6,re-attribution,,283,1,0.14,57.77,465.39,-0.88,28.89,77.56,0,0,0.0,2,2,4.77,2,4,2.42,2,4,7.16,2,7,2.03,0,0,0.0,1,8,0.61,1,0,0.0,0,0,0.0,1,6,0.27,2,6,6.42,1,4,9.44,1,3,8.67,2,7,1.93,1,1,1.15,0,0,0.0,2,8,3.49,1,8,1.98,2,3,9.24,0,0,0.0,1,3,8.83,2,10,4.07,2,10,1.16,2,8,0.08,0,0,0.0,0,0,0.0,2,6,2.04,1,10,6.49,2,7,7.46,2,5,2.28,1,2,8.77,0,0,0.0,2,3,4.28,1,8,3.95,1,1,8.23,1,3,9.36,0,0,0.0,1,5,0.9
